age,workclass,education_num,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,target
47,2,13,2,3,5,0,0,0,40,1
38,2,14,2,3,0,1,0,0,48,1
20,2,10,4,10,3,0,0,0,16,0
40,2,9,2,2,0,1,0,0,40,0
30,0,9,4,0,4,0,1506,0,45,0
29,2,13,4,11,1,1,0,0,50,0
55,2,9,2,6,0,1,0,0,40,1
20,0,9,4,0,3,0,0,0,40,0
42,2,13,0,9,4,1,7430,0,40,1
30,2,13,2,9,0,1,0,0,47,1
24,2,9,4,11,3,0,0,0,20,0
55,2,13,2,11,0,1,0,0,50,1
31,2,10,4,3,3,1,0,0,40,0
46,5,4,4,7,1,0,0,0,40,0
51,2,9,2,0,5,0,7688,0,40,1
18,5,10,4,0,3,1,0,0,10,0
49,2,10,2,2,0,1,0,0,50,0
63,1,13,4,9,1,0,0,0,21,0
38,2,13,2,11,0,1,0,0,40,1
36,3,10,2,11,0,1,15024,0,60,1
34,2,13,2,9,0,1,0,0,65,0
23,2,14,4,9,1,1,0,0,40,0
66,2,9,6,11,1,0,0,0,40,0
46,2,10,4,5,4,0,0,0,40,0
39,2,9,2,13,0,1,0,0,56,0
39,2,10,0,7,4,0,0,0,60,0
37,1,10,5,10,3,1,0,0,52,0
46,2,13,2,0,0,1,0,0,40,1
43,2,11,2,12,5,0,0,1902,32,1
55,4,9,2,7,0,1,0,0,40,0
41,2,9,2,0,0,1,0,0,40,0
22,2,13,4,3,3,0,0,0,35,0
42,2,10,2,11,0,1,0,0,60,1
45,4,13,2,2,0,1,0,0,20,0
27,2,9,4,7,1,0,0,0,40,0
46,1,14,4,9,1,0,0,0,40,0
36,2,10,2,13,0,1,0,0,40,0
44,4,11,2,9,0,1,15024,0,50,1
37,2,14,0,3,1,1,0,0,45,1
21,2,9,4,11,3,0,0,0,30,0
25,2,13,4,11,3,1,2174,0,40,0
34,2,9,0,5,3,1,0,0,35,0
17,2,6,4,4,3,1,594,0,5,0
35,2,13,2,3,0,1,0,1977,50,1
41,4,9,2,4,0,1,0,0,38,0
42,2,9,0,3,1,0,0,0,40,0
41,2,10,5,2,1,1,0,0,40,0
21,5,9,4,0,3,0,0,0,43,0
48,2,10,2,2,0,1,0,0,45,1
27,4,11,4,9,2,1,0,0,30,0
31,2,13,2,9,0,1,0,0,40,0
38,2,14,0,3,1,1,0,0,45,1
28,2,9,2,11,0,1,0,1628,40,0
57,2,9,2,3,0,1,0,0,40,0
26,2,9,2,3,0,1,0,0,40,0
40,1,10,0,13,4,1,6849,0,40,0
29,2,9,2,2,0,1,0,0,40,0
17,2,6,4,11,3,0,0,0,20,0
47,2,9,4,5,1,1,0,0,45,0
41,5,13,4,12,1,0,0,0,43,0
50,2,15,4,9,2,0,0,1590,25,0
37,2,9,2,13,0,1,0,0,50,0
52,2,7,2,6,0,1,0,0,40,0
36,2,10,2,11,0,1,7688,0,50,1
42,5,10,0,9,3,0,0,0,40,0
57,0,11,4,12,1,1,0,0,40,0
22,2,10,2,12,0,1,0,0,40,0
43,3,13,2,9,0,1,0,0,60,0
48,2,9,2,6,0,1,3103,0,48,1
63,2,10,2,11,0,1,7298,0,48,1
42,2,9,2,2,0,1,0,0,40,0
40,4,11,2,9,5,0,0,1977,15,1
25,3,9,0,11,3,1,0,0,40,0
57,0,9,5,0,2,0,0,0,35,0
48,2,9,2,6,0,1,0,0,40,0
17,2,6,4,7,3,1,0,0,14,0
56,0,13,4,13,1,1,0,2001,65,0
32,2,9,5,7,3,0,0,0,37,0
45,2,13,4,9,3,1,0,0,40,0
51,2,10,2,13,0,1,0,0,60,0
37,2,11,0,6,1,0,0,0,30,0
27,2,7,4,2,4,1,0,0,47,0
53,4,6,2,4,0,1,0,0,60,0
72,4,15,2,9,0,1,0,2246,28,1
30,2,10,2,9,0,1,0,0,25,1
20,2,10,4,4,3,1,0,0,10,0
29,2,10,4,11,4,0,0,0,40,0
21,2,9,4,6,3,1,0,0,40,0
20,2,10,4,0,3,0,0,0,20,0
63,2,10,2,3,0,1,15024,0,40,1
35,4,9,0,4,1,1,0,0,80,0
61,2,9,2,0,0,1,0,0,3,0
22,2,10,0,0,4,0,0,0,40,0
45,2,11,2,2,0,1,0,0,35,0
23,2,10,2,0,5,0,0,0,40,0
26,0,10,4,0,4,0,0,0,15,0
29,3,9,2,2,0,1,0,0,60,0
72,2,16,4,9,1,1,0,0,30,0
67,1,13,2,3,0,1,0,0,20,0
38,4,7,2,2,0,1,0,0,40,0
23,2,9,4,6,3,1,0,0,40,0
50,2,11,2,12,0,1,3103,0,40,1
48,2,14,2,9,0,1,0,0,40,1
38,2,7,0,6,1,1,0,0,40,0
28,2,13,0,2,4,1,0,0,50,0
39,2,9,2,5,0,1,0,0,40,0
30,2,9,0,11,1,0,0,0,25,0
23,2,9,2,11,5,0,0,0,40,0
53,2,9,2,13,0,1,0,0,40,0
42,2,13,0,3,4,0,0,0,45,0
48,1,13,2,9,5,0,0,0,50,1
41,2,9,2,13,0,1,0,0,60,0
25,2,10,2,3,0,1,0,0,40,0
23,2,9,4,2,3,0,0,0,40,0
25,2,9,4,7,2,0,0,0,40,0
37,2,10,2,6,0,1,0,0,40,1
35,5,13,2,3,0,1,0,0,40,1
43,1,14,2,3,0,1,0,0,40,1
54,2,13,2,3,0,1,0,0,55,1
26,2,9,4,7,4,1,0,0,40,0
37,2,5,5,8,4,0,0,0,16,0
30,2,10,4,0,4,0,0,0,40,0
30,2,15,2,9,0,1,0,1740,40,0
43,2,13,2,3,0,1,0,0,45,1
62,5,9,2,7,0,1,0,0,40,0
42,2,10,4,0,3,0,0,0,40,0
31,2,13,4,12,1,0,0,0,40,0
40,5,10,2,0,0,1,0,0,40,0
66,2,10,4,9,1,0,0,0,15,0
46,2,9,4,7,4,0,0,0,24,0
41,2,10,4,6,1,0,0,0,48,0
21,2,9,2,2,0,1,0,0,40,0
45,2,14,2,0,0,1,0,0,45,1
36,2,13,2,9,5,0,0,0,50,1
55,4,9,2,2,0,1,0,0,40,0
30,2,13,4,11,1,0,0,0,40,0
37,2,9,4,5,1,1,0,0,30,0
38,2,6,4,9,1,1,0,2559,90,1
35,2,10,0,0,4,0,0,0,55,0
41,1,13,0,9,4,0,0,0,40,0
64,1,11,2,3,0,1,0,0,40,1
25,2,9,0,5,3,0,0,0,40,0
29,4,13,4,9,1,1,0,0,40,0
63,4,10,2,11,0,1,0,1902,60,1
31,2,5,0,13,1,1,0,0,40,0
65,2,14,4,9,1,1,0,0,99,0
55,0,13,3,3,1,1,0,0,40,1
42,2,9,0,6,1,1,0,0,40,0
31,4,16,4,9,3,0,0,0,48,0
35,2,9,2,11,0,1,0,0,44,0
24,2,9,4,10,1,1,0,0,40,0
45,4,15,2,9,0,1,7298,0,60,1
33,4,9,5,2,2,1,0,0,50,0
19,2,10,4,11,3,1,0,0,20,0
20,2,9,4,7,3,1,0,0,35,0
27,2,13,4,11,3,1,0,0,40,0
23,2,6,4,5,4,1,0,0,50,0
46,2,2,4,6,3,1,0,0,40,0
36,2,9,2,2,0,1,0,0,40,0
33,4,11,0,7,4,0,0,0,99,0
20,2,9,2,11,3,1,0,0,32,0
28,2,13,4,0,1,0,0,0,20,0
43,2,11,2,2,0,1,0,0,60,0
42,1,10,0,13,1,1,0,0,65,1
28,2,11,2,2,0,1,0,0,40,0
25,2,9,4,0,1,1,0,0,40,0
36,2,9,0,6,3,1,0,0,40,0
61,2,6,6,4,4,1,0,0,20,0
51,2,10,2,0,0,1,15024,0,40,1
32,2,11,2,3,0,1,0,0,50,1
34,4,10,0,0,4,0,0,0,50,0
29,2,9,4,2,3,1,3325,0,40,0
34,1,14,2,3,0,1,0,0,40,1
57,2,10,2,3,0,1,7688,0,45,1
40,1,14,2,3,0,1,0,0,60,1
42,4,15,4,9,1,1,0,0,38,0
37,2,9,2,4,0,1,0,0,40,0
31,2,9,4,11,1,0,0,0,45,0
36,2,11,0,2,1,1,0,0,38,0
22,2,6,4,11,4,0,0,0,40,0
32,0,11,4,12,3,1,4650,0,40,0
30,2,14,2,3,0,1,15024,0,60,1
40,2,12,0,11,4,0,0,0,40,0
51,2,13,2,11,0,1,7688,0,50,1
33,2,13,4,11,3,1,0,0,40,0
24,2,13,2,3,0,1,0,0,55,1
68,2,10,0,11,1,0,0,0,40,0
45,2,13,0,9,1,1,0,0,50,1
24,2,13,4,9,4,0,0,0,40,0
22,2,9,4,0,1,0,0,0,40,0
19,2,9,4,2,1,1,0,0,40,0
36,1,10,2,10,0,1,0,0,48,0
41,2,5,2,3,0,1,0,0,84,0
34,2,13,2,9,0,1,0,0,50,1
40,2,9,0,0,4,1,0,0,40,0
65,2,13,2,3,0,1,0,0,60,1
27,5,9,4,13,1,1,0,0,38,1
19,2,10,4,0,3,0,0,0,15,0
41,2,9,4,6,3,1,14344,0,48,1
44,2,12,4,3,1,0,0,0,50,0
36,2,9,0,11,1,0,0,0,40,0
32,2,13,4,9,4,0,0,0,40,0
26,2,9,4,13,3,1,0,0,50,0
63,0,14,0,9,1,1,0,0,40,1
44,5,9,4,2,1,1,0,0,40,0
23,2,9,4,2,4,1,0,0,40,0
22,2,11,4,7,1,0,0,1762,40,0
19,2,10,4,3,3,0,0,0,30,0
55,5,11,6,3,1,0,0,0,38,0
43,1,14,3,9,4,0,7430,0,60,1
38,2,10,6,0,4,0,0,0,40,0
40,2,10,5,11,1,0,0,0,40,0
43,2,14,2,3,5,0,15024,0,32,1
31,2,7,2,2,0,1,0,0,40,0
54,2,13,2,11,0,1,0,0,60,1
19,2,10,4,13,3,1,0,0,25,0
36,2,9,2,2,0,1,0,0,45,1
42,2,13,2,3,0,1,3137,0,40,0
19,2,10,4,5,3,1,0,0,16,0
29,2,13,4,9,3,1,0,0,64,1
33,5,14,2,10,0,1,0,0,40,0
40,5,9,2,10,0,1,0,0,40,0
36,2,9,2,2,0,1,0,0,35,0
56,4,14,4,11,1,1,0,0,16,0
43,2,14,6,9,4,0,0,0,37,0
43,5,9,2,10,0,1,0,0,40,0
19,2,5,4,2,3,1,0,0,20,0
45,2,3,4,6,3,0,0,0,35,0
35,1,13,2,9,0,1,0,0,40,0
19,2,8,4,5,3,1,0,0,20,0
17,2,7,4,11,3,0,0,0,15,0
59,0,6,0,7,1,0,0,0,37,0
50,0,13,2,3,5,0,0,0,40,1
41,5,9,2,0,5,0,0,0,38,1
58,2,7,0,0,1,0,3674,0,40,0
50,2,11,6,3,4,0,0,0,40,0
57,2,9,2,2,0,1,0,0,40,0
52,4,11,2,3,0,1,0,0,40,0
32,2,10,0,4,1,0,0,1590,54,0
18,0,7,4,6,3,1,0,0,4,0
40,4,10,2,9,0,1,0,0,60,0
28,3,9,4,3,3,1,0,0,40,0
18,2,6,4,4,3,1,0,0,27,0
76,2,9,2,11,0,1,0,0,20,0
50,2,6,2,2,0,1,0,0,38,0
28,2,9,4,3,1,0,0,0,40,0
41,5,14,2,9,0,1,0,0,40,1
49,2,3,5,6,4,0,0,0,40,0
35,2,9,2,2,0,1,0,0,40,0
42,2,10,4,0,3,0,0,0,40,0
52,2,5,3,6,1,0,0,0,30,0
34,2,7,0,13,4,1,0,880,60,0
17,2,6,4,7,3,1,0,0,25,0
26,2,6,2,2,2,1,0,0,48,0
37,2,6,2,4,0,1,0,0,40,0
42,2,11,2,2,0,1,0,0,40,0
34,5,10,2,9,0,1,4386,0,40,1
35,2,9,0,13,1,0,0,0,60,1
22,2,13,4,0,1,0,0,0,35,0
28,2,13,2,3,0,1,0,0,50,1
20,2,10,4,5,3,1,0,0,40,0
42,1,4,2,2,0,1,0,0,40,0
24,2,10,4,7,3,0,0,0,40,0
25,2,10,4,7,3,0,0,0,35,0
55,2,4,2,13,0,1,0,0,50,0
20,2,9,4,13,1,1,0,0,40,0
20,2,10,4,10,3,1,0,0,40,0
27,2,10,4,7,3,1,0,0,24,0
55,2,9,2,4,0,1,0,0,40,0
24,4,4,2,13,0,1,0,1902,40,1
35,2,13,3,2,4,1,0,0,40,0
49,2,10,2,0,5,0,0,0,40,1
33,2,9,2,9,0,1,0,0,60,0
21,2,9,4,0,3,0,0,0,40,0
42,2,9,2,11,0,1,0,0,60,1
69,2,9,6,0,1,0,0,0,24,0
18,2,7,4,5,3,1,0,0,17,0
51,2,9,0,3,1,1,0,0,44,0
39,2,13,2,3,0,1,0,0,55,0
63,0,9,6,3,1,0,0,0,40,0
45,2,14,2,3,0,1,15024,0,60,1
33,2,10,4,0,1,1,0,0,36,0
42,2,9,0,7,1,1,0,0,52,0
28,2,10,4,3,1,0,10520,0,40,1
65,0,10,2,3,0,1,0,2174,40,1
38,1,13,2,3,0,1,0,0,40,1
49,2,7,2,13,0,1,0,0,40,0
23,2,10,4,0,3,0,0,0,40,0
23,2,9,4,0,3,0,0,0,40,0
19,2,9,0,12,4,0,0,0,55,0
29,2,9,2,0,0,1,0,0,40,0
36,2,10,4,12,4,0,0,0,40,0
19,2,10,4,7,2,0,0,0,30,0
29,2,13,2,3,0,1,0,0,45,1
50,4,9,6,3,4,0,0,0,48,0
68,2,1,4,6,1,1,0,0,10,0
51,2,8,6,6,1,1,0,1564,40,1
36,4,13,4,11,1,1,0,0,50,0
66,1,10,6,6,1,1,0,0,20,0
38,5,10,2,10,0,1,0,1887,50,1
47,2,7,2,13,0,1,0,0,70,0
50,2,13,2,11,0,1,0,0,40,0
29,2,9,2,3,0,1,0,0,40,1
37,2,5,2,6,0,1,0,0,50,1
44,2,5,0,2,1,1,0,0,40,0
26,2,9,2,5,2,1,0,0,40,0
37,2,10,2,2,0,1,0,0,45,0
32,2,9,3,5,2,1,0,0,40,0
37,2,13,2,9,5,0,15024,0,40,1
71,3,14,2,3,0,1,99999,0,40,1
47,1,13,0,9,1,0,0,0,35,1
30,5,14,4,0,1,0,0,0,20,0
35,2,14,4,3,1,0,0,0,55,0
50,3,15,2,9,0,1,99999,0,55,1
21,2,3,4,4,1,1,2176,0,36,0
46,2,10,5,11,1,1,0,0,42,0
57,1,9,0,0,4,0,0,0,40,0
41,4,8,0,2,4,1,0,0,40,0
29,2,9,2,7,0,1,0,0,40,0
38,0,14,2,3,0,1,0,0,40,1
33,2,13,2,3,5,0,0,1977,38,1
24,2,13,4,12,3,1,0,0,42,0
24,2,10,4,4,1,1,0,0,20,0
42,5,9,4,0,4,0,0,0,40,0
47,4,10,0,7,4,0,0,0,45,0
23,2,10,4,11,1,1,0,0,50,0
27,2,9,4,0,3,0,0,0,35,0
35,2,13,4,11,1,1,0,0,40,0
33,2,16,4,9,1,0,0,0,60,1
26,2,14,2,6,0,1,0,0,20,0
51,4,9,2,4,0,1,0,0,84,0
54,2,12,6,0,4,0,0,0,30,0
41,1,9,2,2,0,1,0,0,40,0
46,2,3,2,6,0,1,0,0,40,0
31,2,15,0,12,1,0,0,0,35,0
26,2,9,4,3,1,0,0,0,37,0
36,2,14,2,9,5,0,0,1977,44,1
23,2,9,4,13,1,1,0,0,38,0
46,2,9,2,0,0,1,0,0,40,0
36,2,9,0,0,4,0,0,0,40,0
32,2,12,2,2,0,1,0,0,40,0
34,2,9,2,2,0,1,0,0,40,0
43,2,9,4,0,4,0,0,0,60,0
24,5,10,4,6,3,0,0,0,40,0
37,1,10,4,0,4,0,0,0,40,0
42,4,14,2,3,0,1,0,0,50,1
23,2,10,4,0,3,0,0,0,20,0
52,2,9,2,11,0,1,0,0,40,0
47,2,11,2,6,0,1,0,0,40,1
53,3,10,0,11,1,1,8614,0,50,1
25,2,9,4,6,1,0,0,2001,40,0
42,2,11,0,0,4,0,0,0,40,0
23,0,13,4,9,1,1,0,0,40,0
43,5,14,2,9,0,1,0,0,35,1
57,1,9,0,7,1,0,0,0,40,0
38,2,9,0,11,1,1,0,0,80,0
30,2,9,0,7,4,0,0,0,40,0
33,4,13,4,12,3,1,0,0,40,0
55,2,11,2,6,0,1,0,0,40,0
27,2,13,4,6,1,1,0,0,41,0
38,0,9,2,2,0,1,0,0,40,0
49,3,12,2,3,0,1,0,0,45,1
19,2,9,4,6,2,1,0,0,40,0
58,2,13,0,3,1,1,0,0,40,0
58,2,13,2,11,0,1,0,0,40,0
47,2,10,0,6,1,0,0,0,40,0
27,2,10,2,0,0,1,2829,0,40,0
45,2,13,2,9,5,0,5178,0,40,1
43,1,13,2,9,0,1,0,0,55,1
56,2,9,2,13,0,1,0,0,40,1
25,2,10,4,12,3,0,0,0,43,0
24,4,4,4,4,2,1,0,0,50,0
32,2,9,2,13,0,1,0,0,50,1
35,4,9,0,2,1,1,0,0,50,0
62,2,11,5,8,1,0,0,0,20,0
38,2,12,4,2,1,1,0,0,40,0
17,2,7,4,11,3,0,0,0,15,0
58,2,7,6,7,1,0,0,0,40,0
35,2,9,0,0,1,0,0,0,40,0
50,2,3,2,5,0,1,0,0,40,0
60,2,4,2,6,5,0,0,0,40,0
27,2,13,4,12,1,0,0,0,40,0
38,1,13,2,9,5,0,0,0,20,1
26,2,13,4,3,1,1,0,0,35,0
28,2,13,2,11,5,0,15024,0,45,1
32,1,10,0,10,1,1,0,1408,40,0
28,2,13,4,7,1,1,0,0,40,0
44,3,15,2,9,0,1,0,0,55,1
25,2,9,4,5,3,1,0,0,23,0
27,2,10,4,3,1,0,0,0,40,0
20,2,10,4,8,3,0,0,0,20,0
22,5,10,4,11,3,0,0,0,12,0
38,2,13,2,3,0,1,0,0,60,0
54,0,13,0,3,4,0,0,0,40,0
56,0,14,0,0,4,0,0,0,40,0
74,2,6,0,7,1,0,0,0,1,0
35,0,13,2,9,0,1,7298,0,40,1
34,5,10,2,3,0,1,0,0,38,0
28,2,8,4,13,1,1,0,0,50,0
33,5,9,2,2,0,1,0,0,40,0
28,1,9,4,5,2,1,0,0,40,0
25,2,12,4,0,3,0,0,0,38,0
32,2,11,4,7,1,1,0,0,40,0
44,2,10,0,5,2,1,0,0,40,0
65,2,9,2,7,0,1,0,0,32,0
33,4,7,2,2,0,1,0,0,50,0
18,5,9,4,0,3,1,0,0,40,0
56,2,5,0,11,4,0,0,0,40,0
49,2,10,0,0,4,0,0,0,32,0
35,2,9,4,11,4,0,0,0,40,0
31,5,12,5,7,4,0,0,0,40,0
42,2,13,0,9,4,0,0,0,15,0
27,2,13,0,3,4,1,0,0,42,0
39,4,6,3,7,1,0,0,1721,15,0
30,3,9,2,3,0,1,0,0,45,0
46,4,10,2,11,0,1,0,0,60,1
41,2,9,2,2,0,1,0,0,45,0
34,2,9,2,7,0,1,0,0,40,1
56,2,10,0,11,4,0,0,0,40,0
74,6,4,2,4,0,1,0,0,20,0
36,2,5,2,11,3,1,0,0,50,1
45,1,14,2,9,5,0,0,1977,35,1
24,2,9,2,5,0,1,0,0,70,0
54,4,14,2,11,0,1,0,0,50,0
59,2,15,0,7,1,1,27828,0,60,1
41,3,15,2,3,5,0,0,2415,55,1
54,2,12,0,11,1,1,0,0,32,0
44,2,10,0,0,1,1,0,0,40,0
31,2,9,4,5,2,1,0,0,40,0
28,2,10,0,0,1,0,0,0,40,0
52,2,9,2,13,0,1,0,0,40,0
24,2,14,4,9,3,0,0,0,40,0
90,2,12,2,11,0,1,0,1825,50,1
31,2,1,4,7,2,0,0,0,35,0
41,2,9,2,2,0,1,0,0,40,1
25,2,11,4,11,1,1,27828,0,40,1
35,2,10,2,10,0,1,0,0,40,0
27,2,11,0,0,4,0,0,0,40,0
36,2,9,2,11,0,1,0,0,40,1
41,2,9,2,9,0,1,7688,0,43,1
25,1,13,4,3,1,1,0,0,40,0
48,2,2,2,4,0,1,3781,0,50,0
41,2,9,0,0,4,0,0,0,43,0
41,4,13,2,9,0,1,0,0,50,0
27,2,9,4,11,1,0,0,0,40,0
51,0,12,2,12,0,1,0,0,40,0
38,2,13,2,4,0,1,0,0,60,0
41,5,14,2,3,5,0,0,0,40,0
56,2,9,0,0,1,0,0,0,40,0
43,2,9,2,6,0,1,0,0,40,0
47,4,14,2,9,5,0,0,0,20,1
24,2,9,2,11,0,1,0,0,40,0
29,2,10,4,9,1,1,0,0,15,0
35,2,7,2,11,0,1,0,0,35,0
44,2,10,2,9,0,1,7298,0,45,1
44,2,9,0,7,4,0,0,0,40,0
36,0,10,5,0,4,0,6497,0,56,0
48,2,14,2,3,0,1,15024,0,40,1
45,2,12,0,0,4,1,0,0,35,0
52,2,10,2,2,0,1,0,0,55,0
50,2,3,0,7,1,1,0,0,37,0
28,2,9,4,0,4,0,0,0,40,0
31,2,10,2,2,0,1,0,0,40,0
50,2,13,2,0,0,1,15024,0,40,1
49,4,13,2,3,5,0,0,0,7,1
50,2,7,4,8,4,0,0,0,40,0
18,2,10,4,0,3,1,0,0,25,0
46,3,13,2,3,0,1,3103,0,37,1
27,2,7,4,9,1,0,0,0,50,0
46,1,13,2,9,5,0,0,0,40,1
21,2,9,4,7,2,0,0,0,33,0
25,1,10,0,10,1,0,0,0,40,0
39,2,10,2,6,0,1,0,0,40,0
28,2,9,4,0,4,0,0,0,20,0
24,2,11,4,12,1,1,0,0,45,0
34,2,13,2,10,0,1,0,0,30,0
29,2,13,4,3,1,1,0,1590,50,0
35,2,14,4,9,1,1,0,0,45,1
57,2,13,2,3,0,1,0,0,40,1
51,3,9,2,13,0,1,0,0,65,0
25,2,11,4,2,3,1,0,0,40,0
20,5,10,4,12,3,1,0,0,40,0
40,2,11,2,12,0,1,0,0,40,1
73,2,9,6,11,2,0,0,0,15,0
52,2,9,0,11,1,0,0,0,51,0
29,2,12,4,8,1,0,0,0,50,0
31,2,10,4,7,4,0,0,0,40,0
21,2,9,4,0,3,1,0,0,25,0
41,2,9,0,2,4,1,2174,0,40,0
52,5,9,2,13,0,1,0,0,40,0
29,2,11,4,12,1,1,0,0,40,0
26,2,10,4,11,1,0,0,0,37,0
29,2,9,0,7,1,0,0,0,40,0
42,2,9,0,0,4,0,0,0,40,0
50,2,9,2,2,0,1,15024,0,50,1
22,2,10,4,13,3,1,0,0,40,0
48,5,14,0,9,1,1,0,0,40,1
22,2,12,4,13,1,1,0,0,45,0
22,2,6,4,11,3,1,0,0,15,0
43,2,9,2,5,0,1,0,0,40,0
41,2,9,2,5,0,1,7688,0,40,1
41,2,7,0,5,4,0,0,0,40,0
46,2,9,2,5,0,1,0,1740,35,0
29,2,9,5,7,4,0,0,0,30,0
53,3,16,2,11,0,1,0,0,40,1
73,2,9,2,13,0,1,0,0,16,0
37,0,9,0,5,4,1,0,0,40,0
65,2,9,3,7,1,1,0,0,40,0
18,4,7,4,11,3,0,0,0,40,0
21,2,10,4,0,3,0,0,1721,35,0
24,2,7,2,2,0,1,0,0,40,0
36,2,10,2,2,0,1,0,0,40,0
50,2,11,2,0,0,1,0,0,46,1
74,2,3,2,13,0,1,0,0,40,0
58,2,16,2,9,0,1,0,0,60,1
42,1,14,2,3,0,1,0,1977,40,1
40,2,9,0,2,1,0,0,0,40,0
30,2,9,2,11,0,1,0,0,42,0
24,2,13,2,3,5,0,7688,0,45,1
48,2,10,4,11,1,1,0,0,70,0
29,0,13,2,3,0,1,7688,0,40,1
57,2,9,6,13,4,1,0,653,42,1
53,2,9,2,2,0,1,0,0,40,0
42,2,13,0,7,1,1,0,0,40,0
69,4,10,2,2,0,1,9386,0,72,1
39,2,9,0,6,1,0,0,0,70,0
31,2,13,2,4,0,1,0,0,45,0
23,2,13,4,11,1,0,0,0,40,0
18,4,5,4,4,2,0,0,0,40,0
30,2,9,4,3,1,1,0,1876,45,0
26,2,9,4,3,1,0,0,0,40,0
32,2,13,2,9,0,1,0,0,50,1
25,2,9,4,2,1,1,2174,0,40,0
60,2,13,0,9,1,0,0,0,42,0
19,2,10,4,11,3,0,0,1721,25,0
31,2,10,0,7,1,0,0,0,40,0
30,2,13,4,11,1,0,0,0,40,0
30,1,13,4,9,1,0,0,0,40,0
17,2,6,4,7,3,0,0,0,25,0
22,2,11,4,9,1,1,0,0,30,0
28,2,10,4,3,1,0,0,0,50,0
57,2,13,0,3,1,0,0,0,45,1
28,2,10,5,5,1,1,0,0,40,0
27,2,13,4,12,4,0,0,0,40,0
21,2,10,4,0,3,0,0,0,40,0
45,5,11,0,12,4,0,0,0,40,0
30,2,11,4,0,3,0,0,0,32,0
24,2,11,2,2,0,1,0,0,40,0
27,2,9,2,6,0,1,0,0,55,0
55,0,9,0,0,1,0,0,0,40,0
29,2,13,4,5,3,1,0,0,40,0
26,2,8,4,2,2,1,0,0,48,0
38,2,12,2,0,5,0,0,0,40,1
25,2,9,3,3,1,1,0,0,45,0
42,2,10,6,3,1,0,0,0,55,0
27,2,9,2,6,0,1,7298,0,40,1
44,2,2,2,10,2,1,0,0,40,0
56,2,12,3,7,1,1,0,0,25,0
33,1,14,2,9,5,0,0,0,40,0
42,2,13,2,3,0,1,0,0,40,1
29,2,9,2,6,5,0,0,2051,32,0
36,2,13,2,3,0,1,0,0,40,1
53,1,13,0,9,4,0,0,0,57,0
19,2,9,4,11,3,0,0,0,35,0
62,2,8,2,4,0,1,0,0,48,0
33,2,9,2,5,0,1,0,0,40,0
38,2,11,2,3,0,1,0,0,50,1
64,2,10,6,3,1,0,0,0,10,0
51,2,9,2,13,0,1,5013,0,40,0
55,0,13,2,3,0,1,0,0,40,1
26,2,10,4,7,1,1,0,0,60,0
44,2,6,2,6,0,1,4386,0,60,0
17,2,5,4,13,1,1,0,0,20,0
43,3,9,2,11,0,1,0,0,68,1
55,1,14,6,9,4,0,0,0,45,0
29,2,13,2,12,0,1,0,0,40,1
24,2,11,2,7,0,1,0,0,20,0
38,2,14,2,3,0,1,0,0,65,1
52,2,13,2,9,0,1,0,0,50,1
22,2,10,4,7,1,1,0,1602,10,0
18,2,9,4,7,1,1,0,0,25,0
24,4,13,4,9,3,1,0,0,25,0
30,4,7,4,2,1,1,0,0,40,0
19,2,9,4,7,3,0,0,0,25,0
61,2,9,2,2,0,1,0,0,40,1
29,2,9,4,6,1,1,0,0,56,0
66,4,16,2,11,0,1,0,2377,25,1
33,2,9,0,7,4,0,0,0,40,0
26,2,13,4,3,1,1,0,0,70,1
30,2,9,2,3,0,1,0,0,40,0
25,2,9,0,2,1,1,0,0,50,0
22,2,14,4,11,2,0,0,0,21,0
39,2,9,2,13,0,1,0,1887,40,1
44,0,12,2,2,0,1,0,0,40,1
50,4,9,0,3,1,0,99999,0,60,1
19,2,6,4,7,2,0,34095,0,24,0
26,4,12,4,2,1,1,0,0,40,0
25,5,10,2,3,5,0,0,0,19,0
61,2,14,2,11,0,1,3103,0,50,0
46,1,14,2,9,0,1,0,0,40,1
18,2,8,4,6,3,1,0,0,30,0
34,2,9,4,6,1,1,0,0,40,0
21,2,9,4,5,3,1,0,0,40,0
28,2,10,4,12,3,0,0,0,38,0
74,4,9,2,4,0,1,0,0,14,0
33,3,13,2,11,0,1,0,0,65,0
26,2,13,4,0,1,0,0,0,40,0
57,2,14,2,9,0,1,0,0,40,1
26,4,9,2,3,0,1,0,0,25,0
58,4,13,2,3,0,1,0,0,40,1
23,2,10,4,7,3,0,0,0,20,0
28,2,9,4,5,3,1,0,0,30,0
57,2,10,2,2,0,1,0,0,40,0
42,2,9,2,5,0,1,0,0,40,0
37,2,15,2,7,5,0,0,0,60,1
19,2,9,4,11,1,1,0,0,38,0
34,2,9,5,2,4,1,0,0,49,0
56,4,9,2,7,0,1,0,1887,50,1
23,2,13,4,9,3,0,0,0,40,0
56,2,14,2,9,0,1,0,0,40,1
56,2,9,2,13,0,1,0,0,40,0
37,2,9,2,11,0,1,0,0,45,0
49,5,10,0,0,3,1,0,0,40,0
37,0,13,2,0,0,1,0,0,40,0
23,2,11,2,6,3,0,0,0,30,0
21,2,10,4,5,3,1,0,0,40,0
35,2,14,4,9,1,1,0,0,60,1
45,2,14,0,9,1,0,0,2258,55,0
30,2,9,4,6,3,1,0,0,44,0
